Date,Equipment_ID,Equipment_Type,Department,Available_Hours,Actual_Operating_Hours,Utilization_Rate,Number_of_Procedures,Cost_per_procedure,Daily_Operating_Cost,Procedure_Revenue,Day_of_Week,Month,Is_Weekend,Net-Profit (daily),,,,
4/24/2023,US_2562,Ultrasound,Radiology,11,8.7,0.79,15,3000,1000,"KES 45,000",Monday,April,FALSE,"KES 44,000",,,,
9/12/2023,US_2563,Ultrasound,Radiology,10,6.6,0.66,28,3000,1000,"KES 84,000",Tuesday,September,FALSE,"KES 83,000",,,,
2/22/2023,MAMMO_2564,Mammography Unit,Women's Health,18,15,0.83,26,5000,1000,"KES 130,000",Wednesday,February,FALSE,"KES 129,000",,,,
8/26/2023,US_2565,Ultrasound,Radiology,9,7.5,0.83,18,3000,1000,"KES 54,000",Saturday,August,TRUE,"KES 53,000",,,,
8/25/2023,XRAY_2566,X-Ray Machine,Radiology,12,6.4,0.53,15,2000,1500,"KES 30,000",Friday,August,FALSE,"KES 28,500",,,,
2/28/2023,CT_2567,CT Scanner,Radiology,13,8.3,0.64,22,10000,3000,"KES 220,000",Tuesday,February,FALSE,"KES 217,000",,,,
11/18/2023,MRI_2568,MRI Scanner,Radiology,13,3.8,0.29,3,30000,5000,"KES 90,000",Saturday,November,TRUE,"KES 85,000",,,,
4/11/2023,MAMMO_2569,Mammography Unit,Women's Health,20,6.7,0.34,29,5000,1000,"KES 145,000",Tuesday,April,FALSE,"KES 144,000",,,,
7/26/2023,MRI_2570,MRI Scanner,Radiology,9,3,0.33,1,30000,5000,"KES 30,000",Wednesday,July,FALSE,"KES 25,000",,,,
6/14/2023,MRI_2571,MRI Scanner,Radiology,11,4,0.36,4,30000,5000,"KES 120,000",Wednesday,June,FALSE,"KES 115,000",,,,
2/24/2023,CT_2572,CT Scanner,Radiology,20,10,0.5,9,10000,3000,"KES 90,000",Friday,February,FALSE,"KES 87,000",,,,
3/27/2023,US_2573,Ultrasound,Radiology,8,7.1,0.89,40,3000,1000,"KES 120,000",Monday,March,FALSE,"KES 119,000",,,,
12/6/2023,CT_2574,CT Scanner,Radiology,12,10.9,0.91,27,10000,3000,"KES 270,000",Wednesday,December,FALSE,"KES 267,000",,,,
11/6/2023,MAMMO_2575,Mammography Unit,Women's Health,9,9,1,11,5000,1000,"KES 55,000",Monday,November,FALSE,"KES 54,000",,,,
6/5/2023,MRI_2576,MRI Scanner,Radiology,13,3.2,0.25,1,30000,5000,"KES 30,000",Monday,June,FALSE,"KES 25,000",,,,
2/5/2023,MRI_2577,MRI Scanner,Radiology,16,1,0.06,3,30000,5000,"KES 90,000",Sunday,February,TRUE,"KES 85,000",,,,
6/30/2023,MAMMO_2578,Mammography Unit,Women's Health,16,11.5,0.72,12,5000,1000,"KES 60,000",Friday,June,FALSE,"KES 59,000",,,,
3/17/2023,CT_2579,CT Scanner,Radiology,8,3,0.38,7,10000,3000,"KES 70,000",Friday,March,FALSE,"KES 67,000",,,,
10/4/2023,XRAY_2580,X-Ray Machine,Radiology,20,18.3,0.92,22,2000,1500,"KES 44,000",Wednesday,October,FALSE,"KES 42,500",,,,
1/28/2023,XRAY_2581,X-Ray Machine,Radiology,10,9.5,0.95,30,2000,1500,"KES 60,000",Saturday,January,TRUE,"KES 58,500",,,,
5/10/2023,CT_2582,CT Scanner,Radiology,12,10,0.83,15,10000,3000,"KES 150,000",Wednesday,May,FALSE,"KES 147,000",,,,
1/1/2023,XRAY_2583,X-Ray Machine,Radiology,17,13.9,0.82,17,2000,1500,"KES 34,000",Sunday,January,TRUE,"KES 32,500",,,,
10/1/2023,XRAY_2584,X-Ray Machine,Radiology,13,10.8,0.83,13,2000,1500,"KES 26,000",Sunday,October,TRUE,"KES 24,500",,,,
1/8/2023,US_2585,Ultrasound,Radiology,10,6.4,0.64,36,3000,1000,"KES 108,000",Sunday,January,TRUE,"KES 107,000",,,,
10/27/2023,US_2586,Ultrasound,Radiology,12,11.6,0.97,24,3000,1000,"KES 72,000",Friday,October,FALSE,"KES 71,000",,,,
6/12/2023,MAMMO_2587,Mammography Unit,Women's Health,20,11,0.55,16,5000,1000,"KES 80,000",Monday,June,FALSE,"KES 79,000",,,,
2/17/2023,MRI_2588,MRI Scanner,Radiology,16,2.7,0.17,2,30000,5000,"KES 60,000",Friday,February,FALSE,"KES 55,000",,,,
10/26/2023,US_2589,Ultrasound,Radiology,11,6.7,0.61,18,3000,1000,"KES 54,000",Thursday,October,FALSE,"KES 53,000",,,,
4/3/2023,XRAY_2590,X-Ray Machine,Radiology,16,11.3,0.71,29,2000,1500,"KES 58,000",Monday,April,FALSE,"KES 56,500",,,,
9/29/2023,MAMMO_2591,Mammography Unit,Women's Health,14,9.6,0.69,27,5000,1000,"KES 135,000",Friday,September,FALSE,"KES 134,000",,,,
3/20/2023,MRI_2592,MRI Scanner,Radiology,11,2.8,0.25,1,30000,5000,"KES 30,000",Monday,March,FALSE,"KES 25,000",,,,
4/20/2023,US_2593,Ultrasound,Radiology,8,7.2,0.9,35,3000,1000,"KES 105,000",Thursday,April,FALSE,"KES 104,000",,,,
7/10/2023,XRAY_2594,X-Ray Machine,Radiology,18,17.1,0.95,6,2000,1500,"KES 12,000",Monday,July,FALSE,"KES 10,500",,,,
11/25/2023,US_2595,Ultrasound,Radiology,10,9.4,0.94,23,3000,1000,"KES 69,000",Saturday,November,TRUE,"KES 68,000",,,,
11/26/2023,MRI_2596,MRI Scanner,Radiology,14,1.3,0.09,4,30000,5000,"KES 120,000",Sunday,November,TRUE,"KES 115,000",,,,
12/1/2023,MAMMO_2597,Mammography Unit,Women's Health,11,3.6,0.33,26,5000,1000,"KES 130,000",Friday,December,FALSE,"KES 129,000",,,,
6/29/2023,CT_2598,CT Scanner,Radiology,10,10,1,26,10000,3000,"KES 260,000",Thursday,June,FALSE,"KES 257,000",,,,
2/9/2023,XRAY_2599,X-Ray Machine,Radiology,12,3.9,0.33,20,2000,1500,"KES 40,000",Thursday,February,FALSE,"KES 38,500",,,,
4/23/2023,CT_2600,CT Scanner,Radiology,13,6,0.46,26,10000,3000,"KES 260,000",Sunday,April,TRUE,"KES 257,000",,,,
9/10/2023,XRAY_2601,X-Ray Machine,Radiology,10,9.4,0.94,19,2000,1500,"KES 38,000",Sunday,September,TRUE,"KES 36,500",,,,
4/2/2023,CT_2602,CT Scanner,Radiology,10,8.6,0.86,27,10000,3000,"KES 270,000",Sunday,April,TRUE,"KES 267,000",,,,
6/7/2023,CT_2603,CT Scanner,Radiology,20,9.8,0.49,30,10000,3000,"KES 300,000",Wednesday,June,FALSE,"KES 297,000",,,,
11/7/2023,MRI_2604,MRI Scanner,Radiology,15,2.1,0.14,5,30000,5000,"KES 150,000",Tuesday,November,FALSE,"KES 145,000",,,,
8/10/2023,MAMMO_2605,Mammography Unit,Women's Health,17,8.6,0.51,24,5000,1000,"KES 120,000",Thursday,August,FALSE,"KES 119,000",,,,
3/4/2023,US_2606,Ultrasound,Radiology,9,7.5,0.83,40,3000,1000,"KES 120,000",Saturday,March,TRUE,"KES 119,000",,,,
4/15/2023,MAMMO_2607,Mammography Unit,Women's Health,11,8.2,0.75,8,5000,1000,"KES 40,000",Saturday,April,TRUE,"KES 39,000",,,,
12/29/2023,XRAY_2608,X-Ray Machine,Radiology,9,4.9,0.54,18,2000,1500,"KES 36,000",Friday,December,FALSE,"KES 34,500",,,,
6/24/2023,US_2609,Ultrasound,Radiology,11,6.8,0.62,23,3000,1000,"KES 69,000",Saturday,June,TRUE,"KES 68,000",,,,
11/29/2023,US_2610,Ultrasound,Radiology,12,9.9,0.83,30,3000,1000,"KES 90,000",Wednesday,November,FALSE,"KES 89,000",,,,
1/13/2023,CT_2611,CT Scanner,Radiology,13,3.7,0.28,9,10000,3000,"KES 90,000",Friday,January,FALSE,"KES 87,000",,,,
10/14/2023,CT_2612,CT Scanner,Radiology,8,5.8,0.72,24,10000,3000,"KES 240,000",Saturday,October,TRUE,"KES 237,000",,,,
6/14/2023,XRAY_2613,X-Ray Machine,Radiology,8,4.2,0.53,24,2000,1500,"KES 48,000",Wednesday,June,FALSE,"KES 46,500",,,,
6/24/2023,MRI_2614,MRI Scanner,Radiology,16,1.8,0.11,2,30000,5000,"KES 60,000",Saturday,June,TRUE,"KES 55,000",,,,
1/29/2023,US_2615,Ultrasound,Radiology,8,6.1,0.76,22,3000,1000,"KES 66,000",Sunday,January,TRUE,"KES 65,000",,,,
1/20/2023,US_2616,Ultrasound,Radiology,12,9.1,0.76,29,3000,1000,"KES 87,000",Friday,January,FALSE,"KES 86,000",,,,
6/19/2023,XRAY_2617,X-Ray Machine,Radiology,17,7.7,0.45,18,2000,1500,"KES 36,000",Monday,June,FALSE,"KES 34,500",,,,
1/12/2023,MRI_2618,MRI Scanner,Radiology,10,3.1,0.31,5,30000,5000,"KES 150,000",Thursday,January,FALSE,"KES 145,000",,,,
11/14/2023,MRI_2619,MRI Scanner,Radiology,14,2.4,0.17,5,30000,5000,"KES 150,000",Tuesday,November,FALSE,"KES 145,000",,,,
6/3/2023,MRI_2620,MRI Scanner,Radiology,12,2.8,0.23,3,30000,5000,"KES 90,000",Saturday,June,TRUE,"KES 85,000",,,,
4/11/2023,MRI_2621,MRI Scanner,Radiology,16,2.6,0.16,3,30000,5000,"KES 90,000",Tuesday,April,FALSE,"KES 85,000",,,,
8/16/2023,US_2622,Ultrasound,Radiology,11,8.7,0.79,30,3000,1000,"KES 90,000",Wednesday,August,FALSE,"KES 89,000",,,,
9/15/2023,CT_2623,CT Scanner,Radiology,18,9.5,0.53,16,10000,3000,"KES 160,000",Friday,September,FALSE,"KES 157,000",,,,
11/16/2023,CT_2624,CT Scanner,Radiology,9,5.7,0.63,8,10000,3000,"KES 80,000",Thursday,November,FALSE,"KES 77,000",,,,
1/23/2023,MAMMO_2625,Mammography Unit,Women's Health,8,5.2,0.65,8,5000,1000,"KES 40,000",Monday,January,FALSE,"KES 39,000",,,,
11/9/2023,XRAY_2626,X-Ray Machine,Radiology,14,8.5,0.61,20,2000,1500,"KES 40,000",Thursday,November,FALSE,"KES 38,500",,,,
3/27/2023,US_2627,Ultrasound,Radiology,8,6.1,0.76,29,3000,1000,"KES 87,000",Monday,March,FALSE,"KES 86,000",,,,
7/8/2023,MAMMO_2628,Mammography Unit,Women's Health,17,9.6,0.56,8,5000,1000,"KES 40,000",Saturday,July,TRUE,"KES 39,000",,,,
1/24/2023,CT_2629,CT Scanner,Radiology,13,4.8,0.37,14,10000,3000,"KES 140,000",Tuesday,January,FALSE,"KES 137,000",,,,
2/22/2023,US_2630,Ultrasound,Radiology,8,7.8,0.97,24,3000,1000,"KES 72,000",Wednesday,February,FALSE,"KES 71,000",,,,
6/22/2023,US_2631,Ultrasound,Radiology,9,8.5,0.94,15,3000,1000,"KES 45,000",Thursday,June,FALSE,"KES 44,000",,,,
1/1/2023,US_2632,Ultrasound,Radiology,9,7.6,0.84,39,3000,1000,"KES 117,000",Sunday,January,TRUE,"KES 116,000",,,,
9/3/2023,US_2633,Ultrasound,Radiology,9,8.7,0.97,37,3000,1000,"KES 111,000",Sunday,September,TRUE,"KES 110,000",,,,
1/17/2023,MAMMO_2634,Mammography Unit,Women's Health,19,17.8,0.94,13,5000,1000,"KES 65,000",Tuesday,January,FALSE,"KES 64,000",,,,
4/15/2023,US_2635,Ultrasound,Radiology,10,8.7,0.87,18,3000,1000,"KES 54,000",Saturday,April,TRUE,"KES 53,000",,,,
5/24/2023,MAMMO_2636,Mammography Unit,Women's Health,13,6.1,0.47,19,5000,1000,"KES 95,000",Wednesday,May,FALSE,"KES 94,000",,,,
3/31/2023,US_2637,Ultrasound,Radiology,12,10.7,0.89,22,3000,1000,"KES 66,000",Friday,March,FALSE,"KES 65,000",,,,
3/10/2023,XRAY_2638,X-Ray Machine,Radiology,14,9.9,0.71,26,2000,1500,"KES 52,000",Friday,March,FALSE,"KES 50,500",,,,
10/22/2023,US_2639,Ultrasound,Radiology,10,6.1,0.61,19,3000,1000,"KES 57,000",Sunday,October,TRUE,"KES 56,000",,,,
3/27/2023,XRAY_2640,X-Ray Machine,Radiology,11,7.2,0.65,14,2000,1500,"KES 28,000",Monday,March,FALSE,"KES 26,500",,,,
5/17/2023,MAMMO_2641,Mammography Unit,Women's Health,13,6.2,0.48,30,5000,1000,"KES 150,000",Wednesday,May,FALSE,"KES 149,000",,,,
9/26/2023,XRAY_2642,X-Ray Machine,Radiology,9,7.4,0.82,13,2000,1500,"KES 26,000",Tuesday,September,FALSE,"KES 24,500",,,,
11/1/2023,MRI_2643,MRI Scanner,Radiology,16,2,0.12,4,30000,5000,"KES 120,000",Wednesday,November,FALSE,"KES 115,000",,,,
1/30/2023,US_2644,Ultrasound,Radiology,10,6.8,0.68,24,3000,1000,"KES 72,000",Monday,January,FALSE,"KES 71,000",,,,
5/13/2023,MAMMO_2645,Mammography Unit,Women's Health,8,6.8,0.85,27,5000,1000,"KES 135,000",Saturday,May,TRUE,"KES 134,000",,,,
12/8/2023,MAMMO_2646,Mammography Unit,Women's Health,9,5.4,0.6,30,5000,1000,"KES 150,000",Friday,December,FALSE,"KES 149,000",,,,
9/19/2023,MRI_2647,MRI Scanner,Radiology,16,2.4,0.15,1,30000,5000,"KES 30,000",Tuesday,September,FALSE,"KES 25,000",,,,
1/8/2023,MAMMO_2648,Mammography Unit,Women's Health,20,9.4,0.47,15,5000,1000,"KES 75,000",Sunday,January,TRUE,"KES 74,000",,,,
10/2/2023,US_2649,Ultrasound,Radiology,12,7.2,0.6,24,3000,1000,"KES 72,000",Monday,October,FALSE,"KES 71,000",,,,
2/23/2023,MRI_2650,MRI Scanner,Radiology,8,3.5,0.44,2,30000,5000,"KES 60,000",Thursday,February,FALSE,"KES 55,000",,,,
9/23/2023,MRI_2651,MRI Scanner,Radiology,16,1.9,0.12,1,30000,5000,"KES 30,000",Saturday,September,TRUE,"KES 25,000",,,,
9/12/2023,US_2652,Ultrasound,Radiology,9,6.2,0.69,25,3000,1000,"KES 75,000",Tuesday,September,FALSE,"KES 74,000",,,,
8/30/2023,CT_2653,CT Scanner,Radiology,11,10.4,0.95,17,10000,3000,"KES 170,000",Wednesday,August,FALSE,"KES 167,000",,,,
12/4/2023,US_2654,Ultrasound,Radiology,11,9.1,0.83,36,3000,1000,"KES 108,000",Monday,December,FALSE,"KES 107,000",,,,
3/7/2023,US_2655,Ultrasound,Radiology,9,7.4,0.82,33,3000,1000,"KES 99,000",Tuesday,March,FALSE,"KES 98,000",,,,
3/24/2023,US_2656,Ultrasound,Radiology,9,7,0.78,19,3000,1000,"KES 57,000",Friday,March,FALSE,"KES 56,000",,,,
4/5/2023,US_2657,Ultrasound,Radiology,11,7.4,0.67,18,3000,1000,"KES 54,000",Wednesday,April,FALSE,"KES 53,000",,,,
11/10/2023,MRI_2658,MRI Scanner,Radiology,11,1.4,0.13,1,30000,5000,"KES 30,000",Friday,November,FALSE,"KES 25,000",,,,
6/3/2023,US_2659,Ultrasound,Radiology,8,7.2,0.9,19,3000,1000,"KES 57,000",Saturday,June,TRUE,"KES 56,000",,,,
9/1/2023,US_2660,Ultrasound,Radiology,12,11.8,0.98,33,3000,1000,"KES 99,000",Friday,September,FALSE,"KES 98,000",,,,
10/27/2023,MAMMO_2661,Mammography Unit,Women's Health,15,8.1,0.54,21,5000,1000,"KES 105,000",Friday,October,FALSE,"KES 104,000",,,,
1/27/2023,XRAY_2662,X-Ray Machine,Radiology,16,5.2,0.33,16,2000,1500,"KES 32,000",Friday,January,FALSE,"KES 30,500",,,,
12/15/2023,MRI_2663,MRI Scanner,Radiology,16,3.1,0.19,4,30000,5000,"KES 120,000",Friday,December,FALSE,"KES 115,000",,,,
6/26/2023,MAMMO_2664,Mammography Unit,Women's Health,18,7.9,0.44,20,5000,1000,"KES 100,000",Monday,June,FALSE,"KES 99,000",,,,
10/14/2023,US_2665,Ultrasound,Radiology,9,7.5,0.83,18,3000,1000,"KES 54,000",Saturday,October,TRUE,"KES 53,000",,,,
12/25/2023,CT_2666,CT Scanner,Radiology,20,15.9,0.8,18,10000,3000,"KES 180,000",Monday,December,FALSE,"KES 177,000",,,,
7/28/2023,MRI_2667,MRI Scanner,Radiology,15,1.4,0.09,4,30000,5000,"KES 120,000",Friday,July,FALSE,"KES 115,000",,,,
1/31/2023,XRAY_2668,X-Ray Machine,Radiology,11,10,0.91,12,2000,1500,"KES 24,000",Tuesday,January,FALSE,"KES 22,500",,,,
4/18/2023,US_2669,Ultrasound,Radiology,9,8.6,0.96,25,3000,1000,"KES 75,000",Tuesday,April,FALSE,"KES 74,000",,,,
8/22/2023,XRAY_2670,X-Ray Machine,Radiology,17,14.5,0.85,13,2000,1500,"KES 26,000",Tuesday,August,FALSE,"KES 24,500",,,,
9/16/2023,MAMMO_2671,Mammography Unit,Women's Health,15,14.8,0.99,15,5000,1000,"KES 75,000",Saturday,September,TRUE,"KES 74,000",,,,
12/2/2023,MAMMO_2672,Mammography Unit,Women's Health,13,9.7,0.75,6,5000,1000,"KES 30,000",Saturday,December,TRUE,"KES 29,000",,,,
10/21/2023,MRI_2673,MRI Scanner,Radiology,8,0.5,0.06,1,30000,5000,"KES 30,000",Saturday,October,TRUE,"KES 25,000",,,,
5/17/2023,MAMMO_2674,Mammography Unit,Women's Health,11,9.1,0.83,19,5000,1000,"KES 95,000",Wednesday,May,FALSE,"KES 94,000",,,,
7/30/2023,MAMMO_2675,Mammography Unit,Women's Health,16,8.2,0.51,27,5000,1000,"KES 135,000",Sunday,July,TRUE,"KES 134,000",,,,
11/15/2023,MAMMO_2676,Mammography Unit,Women's Health,19,18.9,0.99,26,5000,1000,"KES 130,000",Wednesday,November,FALSE,"KES 129,000",,,,
7/2/2023,MRI_2677,MRI Scanner,Radiology,9,3.3,0.37,3,30000,5000,"KES 90,000",Sunday,July,TRUE,"KES 85,000",,,,
10/8/2023,XRAY_2678,X-Ray Machine,Radiology,11,5.2,0.47,19,2000,1500,"KES 38,000",Sunday,October,TRUE,"KES 36,500",,,,
1/29/2023,US_2679,Ultrasound,Radiology,12,7.2,0.6,33,3000,1000,"KES 99,000",Sunday,January,TRUE,"KES 98,000",,,,
5/23/2023,MAMMO_2680,Mammography Unit,Women's Health,19,14.2,0.75,17,5000,1000,"KES 85,000",Tuesday,May,FALSE,"KES 84,000",,,,
8/31/2023,MRI_2681,MRI Scanner,Radiology,12,1.6,0.13,5,30000,5000,"KES 150,000",Thursday,August,FALSE,"KES 145,000",,,,
4/1/2023,US_2682,Ultrasound,Radiology,12,9,0.75,29,3000,1000,"KES 87,000",Saturday,April,TRUE,"KES 86,000",,,,
7/18/2023,CT_2683,CT Scanner,Radiology,17,4.5,0.26,12,10000,3000,"KES 120,000",Tuesday,July,FALSE,"KES 117,000",,,,
9/30/2023,US_2684,Ultrasound,Radiology,8,7,0.88,15,3000,1000,"KES 45,000",Saturday,September,TRUE,"KES 44,000",,,,
3/17/2023,MAMMO_2685,Mammography Unit,Women's Health,16,14.1,0.88,14,5000,1000,"KES 70,000",Friday,March,FALSE,"KES 69,000",,,,
8/16/2023,MAMMO_2686,Mammography Unit,Women's Health,17,14.8,0.87,10,5000,1000,"KES 50,000",Wednesday,August,FALSE,"KES 49,000",,,,
10/26/2023,US_2687,Ultrasound,Radiology,11,9.9,0.9,26,3000,1000,"KES 78,000",Thursday,October,FALSE,"KES 77,000",,,,
6/15/2023,XRAY_2688,X-Ray Machine,Radiology,13,4.6,0.35,15,2000,1500,"KES 30,000",Thursday,June,FALSE,"KES 28,500",,,,
3/24/2023,MAMMO_2689,Mammography Unit,Women's Health,16,10.3,0.64,18,5000,1000,"KES 90,000",Friday,March,FALSE,"KES 89,000",,,,
12/21/2023,US_2690,Ultrasound,Radiology,11,8.7,0.79,36,3000,1000,"KES 108,000",Thursday,December,FALSE,"KES 107,000",,,,
2/26/2023,MRI_2691,MRI Scanner,Radiology,10,2.5,0.25,5,30000,5000,"KES 150,000",Sunday,February,TRUE,"KES 145,000",,,,
6/28/2023,MAMMO_2692,Mammography Unit,Women's Health,16,13.4,0.84,13,5000,1000,"KES 65,000",Wednesday,June,FALSE,"KES 64,000",,,,
4/22/2023,CT_2693,CT Scanner,Radiology,9,5.8,0.64,10,10000,3000,"KES 100,000",Saturday,April,TRUE,"KES 97,000",,,,
2/19/2023,MAMMO_2694,Mammography Unit,Women's Health,14,5.1,0.36,16,5000,1000,"KES 80,000",Sunday,February,TRUE,"KES 79,000",,,,
4/7/2023,CT_2695,CT Scanner,Radiology,9,5.6,0.62,20,10000,3000,"KES 200,000",Friday,April,FALSE,"KES 197,000",,,,
3/8/2023,MRI_2696,MRI Scanner,Radiology,16,0.9,0.06,3,30000,5000,"KES 90,000",Wednesday,March,FALSE,"KES 85,000",,,,
9/12/2023,CT_2697,CT Scanner,Radiology,11,4.7,0.43,25,10000,3000,"KES 250,000",Tuesday,September,FALSE,"KES 247,000",,,,
9/17/2023,US_2698,Ultrasound,Radiology,11,9.9,0.9,33,3000,1000,"KES 99,000",Sunday,September,TRUE,"KES 98,000",,,,
11/3/2023,US_2699,Ultrasound,Radiology,8,6.5,0.81,27,3000,1000,"KES 81,000",Friday,November,FALSE,"KES 80,000",,,,
1/12/2023,XRAY_2700,X-Ray Machine,Radiology,17,11.5,0.68,24,2000,1500,"KES 48,000",Thursday,January,FALSE,"KES 46,500",,,,
11/5/2023,MAMMO_2701,Mammography Unit,Women's Health,15,10.6,0.71,18,5000,1000,"KES 90,000",Sunday,November,TRUE,"KES 89,000",,,,
3/10/2023,XRAY_2702,X-Ray Machine,Radiology,12,8.4,0.7,27,2000,1500,"KES 54,000",Friday,March,FALSE,"KES 52,500",,,,
9/27/2023,MRI_2703,MRI Scanner,Radiology,14,3.9,0.28,1,30000,5000,"KES 30,000",Wednesday,September,FALSE,"KES 25,000",,,,
9/13/2023,XRAY_2704,X-Ray Machine,Radiology,19,8.5,0.45,6,2000,1500,"KES 12,000",Wednesday,September,FALSE,"KES 10,500",,,,
4/25/2023,CT_2705,CT Scanner,Radiology,10,4,0.4,8,10000,3000,"KES 80,000",Tuesday,April,FALSE,"KES 77,000",,,,
8/23/2023,US_2706,Ultrasound,Radiology,9,6.2,0.69,32,3000,1000,"KES 96,000",Wednesday,August,FALSE,"KES 95,000",,,,
10/11/2023,CT_2707,CT Scanner,Radiology,18,8.6,0.48,14,10000,3000,"KES 140,000",Wednesday,October,FALSE,"KES 137,000",,,,
6/27/2023,US_2708,Ultrasound,Radiology,11,10.3,0.94,32,3000,1000,"KES 96,000",Tuesday,June,FALSE,"KES 95,000",,,,
7/7/2023,MRI_2709,MRI Scanner,Radiology,13,2.9,0.22,1,30000,5000,"KES 30,000",Friday,July,FALSE,"KES 25,000",,,,
11/30/2023,US_2710,Ultrasound,Radiology,8,7.9,0.99,34,3000,1000,"KES 102,000",Thursday,November,FALSE,"KES 101,000",,,,
12/25/2023,MRI_2711,MRI Scanner,Radiology,13,1.8,0.14,4,30000,5000,"KES 120,000",Monday,December,FALSE,"KES 115,000",,,,
10/16/2023,MRI_2712,MRI Scanner,Radiology,14,3.2,0.23,4,30000,5000,"KES 120,000",Monday,October,FALSE,"KES 115,000",,,,
6/18/2023,US_2713,Ultrasound,Radiology,12,11.3,0.94,28,3000,1000,"KES 84,000",Sunday,June,TRUE,"KES 83,000",,,,
8/10/2023,MAMMO_2714,Mammography Unit,Women's Health,18,3.9,0.22,30,5000,1000,"KES 150,000",Thursday,August,FALSE,"KES 149,000",,,,
1/28/2023,US_2715,Ultrasound,Radiology,12,11.8,0.98,22,3000,1000,"KES 66,000",Saturday,January,TRUE,"KES 65,000",,,,
2/28/2023,MAMMO_2716,Mammography Unit,Women's Health,15,3.9,0.26,29,5000,1000,"KES 145,000",Tuesday,February,FALSE,"KES 144,000",,,,
9/5/2023,MRI_2717,MRI Scanner,Radiology,16,1.9,0.12,1,30000,5000,"KES 30,000",Tuesday,September,FALSE,"KES 25,000",,,,
9/10/2023,MRI_2718,MRI Scanner,Radiology,12,3.3,0.27,1,30000,5000,"KES 30,000",Sunday,September,TRUE,"KES 25,000",,,,
11/18/2023,US_2719,Ultrasound,Radiology,9,8.6,0.96,27,3000,1000,"KES 81,000",Saturday,November,TRUE,"KES 80,000",,,,
6/9/2023,US_2720,Ultrasound,Radiology,11,8,0.73,35,3000,1000,"KES 105,000",Friday,June,FALSE,"KES 104,000",,,,
11/27/2023,US_2721,Ultrasound,Radiology,11,8,0.73,33,3000,1000,"KES 99,000",Monday,November,FALSE,"KES 98,000",,,,
8/8/2023,US_2722,Ultrasound,Radiology,11,7.3,0.66,34,3000,1000,"KES 102,000",Tuesday,August,FALSE,"KES 101,000",,,,
6/21/2023,CT_2723,CT Scanner,Radiology,10,4.5,0.45,8,10000,3000,"KES 80,000",Wednesday,June,FALSE,"KES 77,000",,,,
7/8/2023,XRAY_2724,X-Ray Machine,Radiology,12,3.6,0.3,10,2000,1500,"KES 20,000",Saturday,July,TRUE,"KES 18,500",,,,
3/11/2023,CT_2725,CT Scanner,Radiology,14,9.2,0.66,12,10000,3000,"KES 120,000",Saturday,March,TRUE,"KES 117,000",,,,
9/30/2023,XRAY_2726,X-Ray Machine,Radiology,13,7.1,0.55,30,2000,1500,"KES 60,000",Saturday,September,TRUE,"KES 58,500",,,,
12/5/2023,US_2727,Ultrasound,Radiology,12,9.9,0.83,30,3000,1000,"KES 90,000",Tuesday,December,FALSE,"KES 89,000",,,,
1/27/2023,CT_2728,CT Scanner,Radiology,14,3.1,0.22,27,10000,3000,"KES 270,000",Friday,January,FALSE,"KES 267,000",,,,
5/27/2023,MRI_2729,MRI Scanner,Radiology,11,1.3,0.12,2,30000,5000,"KES 60,000",Saturday,May,TRUE,"KES 55,000",,,,
8/9/2023,US_2730,Ultrasound,Radiology,12,6.3,0.53,19,3000,1000,"KES 57,000",Wednesday,August,FALSE,"KES 56,000",,,,
4/28/2023,MRI_2731,MRI Scanner,Radiology,16,1.2,0.07,4,30000,5000,"KES 120,000",Friday,April,FALSE,"KES 115,000",,,,
8/17/2023,MRI_2732,MRI Scanner,Radiology,16,0.7,0.04,3,30000,5000,"KES 90,000",Thursday,August,FALSE,"KES 85,000",,,,
6/2/2023,MAMMO_2733,Mammography Unit,Women's Health,17,5.6,0.33,24,5000,1000,"KES 120,000",Friday,June,FALSE,"KES 119,000",,,,
1/9/2023,MRI_2734,MRI Scanner,Radiology,9,1.4,0.16,1,30000,5000,"KES 30,000",Monday,January,FALSE,"KES 25,000",,,,
11/1/2023,US_2735,Ultrasound,Radiology,12,10.9,0.91,30,3000,1000,"KES 90,000",Wednesday,November,FALSE,"KES 89,000",,,,
5/10/2023,XRAY_2736,X-Ray Machine,Radiology,15,11.5,0.77,13,2000,1500,"KES 26,000",Wednesday,May,FALSE,"KES 24,500",,,,
12/10/2023,MAMMO_2737,Mammography Unit,Women's Health,11,3.5,0.32,10,5000,1000,"KES 50,000",Sunday,December,TRUE,"KES 49,000",,,,
12/1/2023,XRAY_2738,X-Ray Machine,Radiology,16,3.7,0.23,21,2000,1500,"KES 42,000",Friday,December,FALSE,"KES 40,500",,,,
5/20/2023,US_2739,Ultrasound,Radiology,11,8.2,0.75,33,3000,1000,"KES 99,000",Saturday,May,TRUE,"KES 98,000",,,,
12/28/2023,MAMMO_2740,Mammography Unit,Women's Health,15,9,0.6,8,5000,1000,"KES 40,000",Thursday,December,FALSE,"KES 39,000",,,,
2/18/2023,MAMMO_2741,Mammography Unit,Women's Health,15,4.3,0.29,28,5000,1000,"KES 140,000",Saturday,February,TRUE,"KES 139,000",,,,
6/17/2023,XRAY_2742,X-Ray Machine,Radiology,15,9.9,0.66,26,2000,1500,"KES 52,000",Saturday,June,TRUE,"KES 50,500",,,,
