Date,Equipment_ID,Equipment_Type,Department,Available_Hours,Actual_Operating_Hours,Utilization_Rate,Number_of_Procedures,Daily_Operating_Cost,Maintenance_Cost,Procedure_Revenue,Day_of_Week,Month,Is_Weekend,Mode_of_Payment
2023-03-08,MAMMO_2479,Mammography Unit,Women's Health,11,11.0,1.0,21,2913.03,0,30625.25,Wednesday,March,False,insurance
2023-12-22,MRI_2480,MRI Scanner,Radiology,9,2.4,0.27,5,5598.99,0,15160.76,Friday,December,False,insurance
2023-03-07,CT_2481,CT Scanner,Radiology,14,3.9,0.28,28,6770.67,0,15960.19,Tuesday,March,False,insurance
2023-05-17,XRAY_2482,X-Ray Machine,Radiology,15,6.2,0.41,13,4988.1,0,38741.43,Wednesday,May,False,insurance
2023-12-10,MAMMO_2483,Mammography Unit,Women's Health,13,5.0,0.38,24,4207.96,0,47104.03,Sunday,December,True,insurance
2023-10-28,MAMMO_2484,Mammography Unit,Women's Health,17,12.0,0.71,30,3415.78,0,15128.92,Saturday,October,True,insurance
2023-08-29,CT_2485,CT Scanner,Radiology,18,15.1,0.84,26,4430.22,0,4668.15,Tuesday,August,False,cash
2023-06-02,CT_2486,CT Scanner,Radiology,17,10.3,0.61,28,1586.2,0,49415.35,Friday,June,False,insurance
2023-05-16,XRAY_2487,X-Ray Machine,Radiology,11,6.9,0.63,24,3000.19,0,17676.65,Tuesday,May,False,cash
2023-06-01,US_2488,Ultrasound,Radiology,11,9.0,0.82,18,5424.08,0,43958.02,Thursday,June,False,insurance
2023-01-13,CT_2489,CT Scanner,Radiology,18,10.7,0.59,7,5990.46,0,45674.89,Friday,January,False,cash
2023-04-19,CT_2490,CT Scanner,Radiology,12,11.1,0.92,23,1510.21,0,8619.75,Wednesday,April,False,cash
2023-07-26,XRAY_2491,X-Ray Machine,Radiology,19,6.8,0.36,27,4794.48,0,39919.39,Wednesday,July,False,insurance
2023-12-08,CT_2492,CT Scanner,Radiology,12,11.1,0.92,24,7300.63,0,11897.1,Friday,December,False,insurance
2023-03-23,MRI_2493,MRI Scanner,Radiology,9,3.1,0.34,3,2554.45,0,45140.13,Thursday,March,False,cash
2023-12-16,MAMMO_2494,Mammography Unit,Women's Health,12,7.0,0.58,6,1909.4,0,13313.94,Saturday,December,True,cash
2023-10-16,MAMMO_2495,Mammography Unit,Women's Health,10,9.7,0.97,24,6383.12,0,27022.28,Monday,October,False,insurance
2023-07-14,CT_2496,CT Scanner,Radiology,10,8.9,0.89,24,7032.62,0,40201.28,Friday,July,False,insurance
2023-01-21,MAMMO_2497,Mammography Unit,Women's Health,11,6.2,0.56,28,4540.96,0,12621.85,Saturday,January,True,insurance
2023-04-15,CT_2498,CT Scanner,Radiology,19,16.6,0.87,10,1247.95,0,48343.11,Saturday,April,True,insurance
2023-09-23,CT_2499,CT Scanner,Radiology,14,9.4,0.67,18,7293.22,0,39045.29,Saturday,September,True,cash
2023-01-25,MRI_2500,MRI Scanner,Radiology,9,3.9,0.43,2,2183.63,0,3500.38,Wednesday,January,False,insurance
2023-12-06,MAMMO_2501,Mammography Unit,Women's Health,8,4.0,0.5,25,3559.55,0,3802.7,Wednesday,December,False,insurance
2023-04-14,US_2502,Ultrasound,Radiology,8,6.7,0.84,21,6874.53,0,30916.1,Friday,April,False,cash
2023-10-19,MAMMO_2503,Mammography Unit,Women's Health,13,12.2,0.94,19,894.76,0,27857.23,Thursday,October,False,insurance
2023-01-09,MAMMO_2504,Mammography Unit,Women's Health,11,4.7,0.43,19,7481.41,0,31571.67,Monday,January,False,insurance
2023-03-07,MAMMO_2505,Mammography Unit,Women's Health,18,4.1,0.23,29,1770.93,0,27552.4,Tuesday,March,False,cash
2023-06-28,CT_2506,CT Scanner,Radiology,14,10.4,0.74,18,6343.47,0,10852.94,Wednesday,June,False,insurance
2023-12-06,MAMMO_2507,Mammography Unit,Women's Health,16,9.0,0.56,26,7253.42,0,8631.27,Wednesday,December,False,insurance
2023-03-08,XRAY_2508,X-Ray Machine,Radiology,10,9.8,0.98,10,4067.17,0,42631.88,Wednesday,March,False,insurance
2023-11-11,MAMMO_2509,Mammography Unit,Women's Health,18,7.1,0.39,26,4966.29,0,7807.58,Saturday,November,True,insurance
2023-04-08,MRI_2510,MRI Scanner,Radiology,12,2.6,0.22,1,3397.86,0,37891.82,Saturday,April,True,insurance
2023-10-06,US_2511,Ultrasound,Radiology,10,8.1,0.81,37,1035.99,0,8765.18,Friday,October,False,insurance
2023-07-30,XRAY_2512,X-Ray Machine,Radiology,17,16.3,0.96,21,3448.17,0,47009.53,Sunday,July,True,cash
2023-10-08,XRAY_2513,X-Ray Machine,Radiology,17,15.0,0.88,30,1794.85,0,34113.41,Sunday,October,True,insurance
2023-06-24,US_2514,Ultrasound,Radiology,8,7.7,0.96,37,1665.63,0,35222.93,Saturday,June,True,insurance
2023-04-17,US_2515,Ultrasound,Radiology,11,9.8,0.89,15,3852.75,0,9112.97,Monday,April,False,insurance
2023-05-10,MAMMO_2516,Mammography Unit,Women's Health,17,3.7,0.22,21,7148.22,0,16659.1,Wednesday,May,False,cash
2023-09-06,MAMMO_2517,Mammography Unit,Women's Health,10,4.7,0.47,11,5131.23,0,39718.68,Wednesday,September,False,insurance
2023-05-19,XRAY_2518,X-Ray Machine,Radiology,12,4.3,0.36,30,3288.9,0,7727.64,Friday,May,False,insurance
2023-02-15,XRAY_2519,X-Ray Machine,Radiology,18,11.4,0.63,18,1378.41,0,20890.86,Wednesday,February,False,insurance
2023-07-31,US_2520,Ultrasound,Radiology,12,6.3,0.53,35,3697.64,0,10545.81,Monday,July,False,insurance
2023-07-05,MRI_2521,MRI Scanner,Radiology,10,2.8,0.28,4,4367.18,0,26766.77,Wednesday,July,False,insurance
2023-01-20,MRI_2522,MRI Scanner,Radiology,12,2.2,0.18,4,6607.02,0,21543.87,Friday,January,False,cash
2023-03-19,CT_2523,CT Scanner,Radiology,15,4.0,0.27,25,1889.15,0,14796.78,Sunday,March,True,insurance
2023-05-19,MRI_2524,MRI Scanner,Radiology,10,3.5,0.35,3,1873.09,0,12579.81,Friday,May,False,insurance
2023-06-03,US_2525,Ultrasound,Radiology,11,9.2,0.84,30,3907.85,0,40188.98,Saturday,June,True,insurance
2023-08-19,XRAY_2526,X-Ray Machine,Radiology,12,11.2,0.93,9,4070.89,0,7193.69,Saturday,August,True,insurance
2023-11-04,CT_2527,CT Scanner,Radiology,19,15.3,0.81,13,912.47,0,42821.43,Saturday,November,True,insurance
2023-08-10,US_2528,Ultrasound,Radiology,11,8.6,0.78,25,3888.3,0,49349.1,Thursday,August,False,insurance
2023-09-11,XRAY_2529,X-Ray Machine,Radiology,16,15.5,0.97,14,3427.86,0,19924.2,Monday,September,False,cash
2023-08-22,MRI_2530,MRI Scanner,Radiology,9,3.4,0.38,3,608.57,0,47119.31,Tuesday,August,False,insurance
2023-08-27,US_2531,Ultrasound,Radiology,9,8.4,0.93,33,3308.23,0,18709.41,Sunday,August,True,insurance
2023-05-04,CT_2532,CT Scanner,Radiology,18,9.0,0.5,7,5702.14,0,31876.12,Thursday,May,False,insurance
2023-02-11,XRAY_2533,X-Ray Machine,Radiology,20,17.2,0.86,28,4401.55,0,2555.42,Saturday,February,True,insurance
2023-12-27,MAMMO_2534,Mammography Unit,Women's Health,18,13.8,0.77,17,6296.28,0,9234.51,Wednesday,December,False,insurance
2023-09-16,MAMMO_2535,Mammography Unit,Women's Health,9,4.6,0.51,24,1750.97,0,8918.31,Saturday,September,True,cash
2023-10-13,MRI_2536,MRI Scanner,Radiology,14,1.9,0.14,3,7270.37,0,8490.17,Friday,October,False,cash
2023-09-27,MAMMO_2537,Mammography Unit,Women's Health,17,11.7,0.69,15,7229.7,0,16442.24,Wednesday,September,False,insurance
2023-06-30,MRI_2538,MRI Scanner,Radiology,9,2.7,0.3,1,6153.84,0,31358.74,Friday,June,False,insurance
2023-08-05,MRI_2539,MRI Scanner,Radiology,8,3.8,0.47,4,5619.16,0,14436.18,Saturday,August,True,cash
2023-09-25,CT_2540,CT Scanner,Radiology,9,6.9,0.77,9,3452.38,0,32244.56,Monday,September,False,cash
2023-08-19,MAMMO_2541,Mammography Unit,Women's Health,20,14.6,0.73,30,1158.69,0,27744.81,Saturday,August,True,cash
2023-02-11,XRAY_2542,X-Ray Machine,Radiology,11,10.3,0.94,19,967.4,0,2417.41,Saturday,February,True,insurance
2023-11-14,US_2543,Ultrasound,Radiology,9,7.9,0.88,22,6238.17,0,6530.7,Tuesday,November,False,insurance
2023-10-06,CT_2544,CT Scanner,Radiology,8,4.7,0.59,25,4146.73,0,32745.03,Friday,October,False,insurance
2023-06-13,US_2545,Ultrasound,Radiology,10,6.4,0.64,28,2769.37,0,15649.54,Tuesday,June,False,insurance
2023-03-27,MAMMO_2546,Mammography Unit,Women's Health,10,10.0,1.0,20,1343.02,0,3734.03,Monday,March,False,insurance
2023-02-15,MAMMO_2547,Mammography Unit,Women's Health,8,5.5,0.69,11,7350.32,0,2319.59,Wednesday,February,False,insurance
2023-01-31,MAMMO_2548,Mammography Unit,Women's Health,19,17.5,0.92,10,5769.58,0,11413.28,Tuesday,January,False,cash
2023-09-01,MAMMO_2549,Mammography Unit,Women's Health,9,6.0,0.67,6,632.59,0,19684.06,Friday,September,False,cash
2023-11-27,MAMMO_2550,Mammography Unit,Women's Health,15,8.6,0.57,30,2763.07,0,45664.71,Monday,November,False,insurance
2023-05-22,MAMMO_2551,Mammography Unit,Women's Health,12,6.4,0.53,11,3059.14,0,49502.47,Monday,May,False,cash
2023-07-02,US_2552,Ultrasound,Radiology,10,7.8,0.78,28,6419.0,0,10949.92,Sunday,July,True,insurance
2023-09-21,MRI_2553,MRI Scanner,Radiology,8,3.8,0.47,2,1251.28,0,34886.24,Thursday,September,False,cash
2023-05-04,MAMMO_2554,Mammography Unit,Women's Health,10,6.2,0.62,24,1207.43,0,17844.05,Thursday,May,False,insurance
2023-04-19,CT_2555,CT Scanner,Radiology,16,4.6,0.29,10,6059.51,0,38837.84,Wednesday,April,False,insurance
2023-08-14,US_2556,Ultrasound,Radiology,9,6.8,0.76,24,2151.09,0,24914.82,Monday,August,False,cash
2023-12-04,CT_2557,CT Scanner,Radiology,9,8.1,0.9,24,5880.39,0,31630.31,Monday,December,False,insurance
2023-11-30,US_2558,Ultrasound,Radiology,12,6.5,0.54,29,1259.66,0,49189.39,Thursday,November,False,insurance
2023-08-07,XRAY_2559,X-Ray Machine,Radiology,8,5.9,0.74,15,3380.98,0,4175.4,Monday,August,False,cash
2023-02-11,MAMMO_2560,Mammography Unit,Women's Health,9,6.7,0.74,15,6272.09,0,14575.44,Saturday,February,True,insurance
2023-03-22,MRI_2561,MRI Scanner,Radiology,15,1.2,0.08,5,2705.41,0,5146.17,Wednesday,March,False,cash
2023-04-24,US_2562,Ultrasound,Radiology,11,8.7,0.79,15,3992.85,0,47718.97,Monday,April,False,cash
2023-09-12,US_2563,Ultrasound,Radiology,10,6.6,0.66,28,7161.25,0,36996.26,Tuesday,September,False,insurance
2023-02-22,MAMMO_2564,Mammography Unit,Women's Health,18,15.0,0.83,26,652.19,0,35960.1,Wednesday,February,False,cash
2023-08-26,US_2565,Ultrasound,Radiology,9,7.5,0.83,18,1245.2,0,41119.64,Saturday,August,True,insurance
2023-08-25,XRAY_2566,X-Ray Machine,Radiology,12,6.4,0.53,15,6046.41,0,44201.64,Friday,August,False,insurance
2023-02-28,CT_2567,CT Scanner,Radiology,13,8.3,0.64,22,1987.24,0,29385.43,Tuesday,February,False,cash
2023-11-18,MRI_2568,MRI Scanner,Radiology,13,3.8,0.29,3,2710.67,0,45663.12,Saturday,November,True,cash
2023-04-11,MAMMO_2569,Mammography Unit,Women's Health,20,6.7,0.34,29,6439.38,0,10350.73,Tuesday,April,False,cash
2023-07-26,MRI_2570,MRI Scanner,Radiology,9,3.0,0.33,1,5189.42,0,44060.2,Wednesday,July,False,cash
2023-06-14,MRI_2571,MRI Scanner,Radiology,11,4.0,0.36,4,5273.83,0,29393.57,Wednesday,June,False,cash
2023-02-24,CT_2572,CT Scanner,Radiology,20,10.0,0.5,9,6836.3,0,28254.12,Friday,February,False,cash
2023-03-27,US_2573,Ultrasound,Radiology,8,7.1,0.89,40,2363.9,0,34369.61,Monday,March,False,cash
2023-12-06,CT_2574,CT Scanner,Radiology,12,10.9,0.91,27,4047.63,0,36803.24,Wednesday,December,False,insurance
2023-11-06,MAMMO_2575,Mammography Unit,Women's Health,9,9.0,1.0,11,5912.26,0,35215.33,Monday,November,False,insurance
2023-06-05,MRI_2576,MRI Scanner,Radiology,13,3.2,0.25,1,1476.13,0,2051.15,Monday,June,False,cash
2023-02-05,MRI_2577,MRI Scanner,Radiology,16,1.0,0.06,3,4565.46,0,43955.41,Sunday,February,True,insurance
2023-06-30,MAMMO_2578,Mammography Unit,Women's Health,16,11.5,0.72,12,6855.4,0,13421.71,Friday,June,False,insurance
2023-03-17,CT_2579,CT Scanner,Radiology,8,3.0,0.38,7,2389.43,0,27026.19,Friday,March,False,insurance
2023-10-04,XRAY_2580,X-Ray Machine,Radiology,20,18.3,0.92,22,1675.58,0,8847.91,Wednesday,October,False,cash
2023-01-28,XRAY_2581,X-Ray Machine,Radiology,10,9.5,0.95,30,4655.23,0,2334.54,Saturday,January,True,cash
2023-05-10,CT_2582,CT Scanner,Radiology,12,10.0,0.83,15,7021.24,0,33974.02,Wednesday,May,False,insurance
2023-01-01,XRAY_2583,X-Ray Machine,Radiology,17,13.9,0.82,17,6626.72,0,17744.95,Sunday,January,True,insurance
2023-10-01,XRAY_2584,X-Ray Machine,Radiology,13,10.8,0.83,13,1786.24,0,48214.26,Sunday,October,True,insurance
2023-01-08,US_2585,Ultrasound,Radiology,10,6.4,0.64,36,1776.17,0,40083.6,Sunday,January,True,cash
2023-10-27,US_2586,Ultrasound,Radiology,12,11.6,0.97,24,4216.82,0,32743.38,Friday,October,False,insurance
2023-06-12,MAMMO_2587,Mammography Unit,Women's Health,20,11.0,0.55,16,2859.03,0,37953.29,Monday,June,False,insurance
2023-02-17,MRI_2588,MRI Scanner,Radiology,16,2.7,0.17,2,1891.72,0,31562.13,Friday,February,False,insurance
2023-10-26,US_2589,Ultrasound,Radiology,11,6.7,0.61,18,6201.53,0,49502.73,Thursday,October,False,cash
2023-04-03,XRAY_2590,X-Ray Machine,Radiology,16,11.3,0.71,29,5680.86,0,40194.18,Monday,April,False,insurance
2023-09-29,MAMMO_2591,Mammography Unit,Women's Health,14,9.6,0.69,27,1877.31,0,4607.64,Friday,September,False,insurance
2023-03-20,MRI_2592,MRI Scanner,Radiology,11,2.8,0.25,1,7060.2,0,1948.68,Monday,March,False,cash
2023-04-20,US_2593,Ultrasound,Radiology,8,7.2,0.9,35,6284.17,0,14815.05,Thursday,April,False,cash
2023-07-10,XRAY_2594,X-Ray Machine,Radiology,18,17.1,0.95,6,3625.09,0,7757.53,Monday,July,False,insurance
2023-11-25,US_2595,Ultrasound,Radiology,10,9.4,0.94,23,3508.18,0,3696.96,Saturday,November,True,insurance
2023-11-26,MRI_2596,MRI Scanner,Radiology,14,1.3,0.09,4,7144.06,0,12861.14,Sunday,November,True,insurance
2023-12-01,MAMMO_2597,Mammography Unit,Women's Health,11,3.6,0.33,26,6522.96,0,23518.38,Friday,December,False,insurance
2023-06-29,CT_2598,CT Scanner,Radiology,10,10.0,1.0,26,1460.1,0,46611.11,Thursday,June,False,cash
2023-02-09,XRAY_2599,X-Ray Machine,Radiology,12,3.9,0.33,20,695.67,0,39322.84,Thursday,February,False,cash
2023-04-23,CT_2600,CT Scanner,Radiology,13,6.0,0.46,26,5538.11,0,4303.08,Sunday,April,True,insurance
2023-09-10,XRAY_2601,X-Ray Machine,Radiology,10,9.4,0.94,19,6699.8,0,6937.57,Sunday,September,True,insurance
2023-04-02,CT_2602,CT Scanner,Radiology,10,8.6,0.86,27,5953.86,0,4880.13,Sunday,April,True,insurance
2023-06-07,CT_2603,CT Scanner,Radiology,20,9.8,0.49,30,2431.31,0,12939.57,Wednesday,June,False,insurance
2023-11-07,MRI_2604,MRI Scanner,Radiology,15,2.1,0.14,5,3397.47,0,36051.71,Tuesday,November,False,cash
2023-08-10,MAMMO_2605,Mammography Unit,Women's Health,17,8.6,0.51,24,3721.31,0,47007.27,Thursday,August,False,insurance
2023-03-04,US_2606,Ultrasound,Radiology,9,7.5,0.83,40,2869.75,0,3970.46,Saturday,March,True,insurance
2023-04-15,MAMMO_2607,Mammography Unit,Women's Health,11,8.2,0.75,8,2831.67,0,17211.7,Saturday,April,True,insurance
2023-12-29,XRAY_2608,X-Ray Machine,Radiology,9,4.9,0.54,18,5050.98,0,22222.22,Friday,December,False,insurance
2023-06-24,US_2609,Ultrasound,Radiology,11,6.8,0.62,23,5309.69,0,28545.99,Saturday,June,True,insurance
2023-11-29,US_2610,Ultrasound,Radiology,12,9.9,0.83,30,4825.42,0,32400.18,Wednesday,November,False,insurance
2023-01-13,CT_2611,CT Scanner,Radiology,13,3.7,0.28,9,2283.73,0,20092.34,Friday,January,False,insurance
2023-10-14,CT_2612,CT Scanner,Radiology,8,5.8,0.72,24,5064.7,0,30235.67,Saturday,October,True,cash
2023-06-14,XRAY_2613,X-Ray Machine,Radiology,8,4.2,0.53,24,6625.46,0,10881.96,Wednesday,June,False,insurance
2023-06-24,MRI_2614,MRI Scanner,Radiology,16,1.8,0.11,2,4390.6,0,36788.84,Saturday,June,True,cash
2023-01-29,US_2615,Ultrasound,Radiology,8,6.1,0.76,22,5012.6,0,1806.18,Sunday,January,True,insurance
2023-01-20,US_2616,Ultrasound,Radiology,12,9.1,0.76,29,6973.09,0,15143.25,Friday,January,False,insurance
2023-06-19,XRAY_2617,X-Ray Machine,Radiology,17,7.7,0.45,18,4722.49,0,4535.86,Monday,June,False,insurance
2023-01-12,MRI_2618,MRI Scanner,Radiology,10,3.1,0.31,5,1594.35,0,17866.54,Thursday,January,False,insurance
2023-11-14,MRI_2619,MRI Scanner,Radiology,14,2.4,0.17,5,3598.6,0,15660.42,Tuesday,November,False,cash
2023-06-03,MRI_2620,MRI Scanner,Radiology,12,2.8,0.23,3,3583.1,0,31668.19,Saturday,June,True,insurance
2023-04-11,MRI_2621,MRI Scanner,Radiology,16,2.6,0.16,3,1783.02,0,35925.01,Tuesday,April,False,insurance
2023-08-16,US_2622,Ultrasound,Radiology,11,8.7,0.79,30,3314.95,0,37518.68,Wednesday,August,False,insurance
2023-09-15,CT_2623,CT Scanner,Radiology,18,9.5,0.53,16,4831.24,0,18050.3,Friday,September,False,cash
2023-11-16,CT_2624,CT Scanner,Radiology,9,5.7,0.63,8,4360.59,0,37614.51,Thursday,November,False,insurance
2023-01-23,MAMMO_2625,Mammography Unit,Women's Health,8,5.2,0.65,8,1969.69,0,21908.25,Monday,January,False,insurance
2023-11-09,XRAY_2626,X-Ray Machine,Radiology,14,8.5,0.61,20,5451.83,0,31842.55,Thursday,November,False,insurance
2023-03-27,US_2627,Ultrasound,Radiology,8,6.1,0.76,29,5362.33,0,37683.55,Monday,March,False,insurance
2023-07-08,MAMMO_2628,Mammography Unit,Women's Health,17,9.6,0.56,8,3019.09,0,6233.93,Saturday,July,True,insurance
2023-01-24,CT_2629,CT Scanner,Radiology,13,4.8,0.37,14,4726.39,0,5768.55,Tuesday,January,False,cash
2023-02-22,US_2630,Ultrasound,Radiology,8,7.8,0.97,24,2970.45,0,20920.33,Wednesday,February,False,insurance
2023-06-22,US_2631,Ultrasound,Radiology,9,8.5,0.94,15,1459.89,0,29478.15,Thursday,June,False,insurance
2023-01-01,US_2632,Ultrasound,Radiology,9,7.6,0.84,39,3630.7,0,38846.28,Sunday,January,True,insurance
2023-09-03,US_2633,Ultrasound,Radiology,9,8.7,0.97,37,2135.39,0,36399.87,Sunday,September,True,cash
2023-01-17,MAMMO_2634,Mammography Unit,Women's Health,19,17.8,0.94,13,7196.68,0,21498.95,Tuesday,January,False,insurance
2023-04-15,US_2635,Ultrasound,Radiology,10,8.7,0.87,18,5108.36,0,11845.67,Saturday,April,True,insurance
2023-05-24,MAMMO_2636,Mammography Unit,Women's Health,13,6.1,0.47,19,7096.33,0,17217.48,Wednesday,May,False,insurance
2023-03-31,US_2637,Ultrasound,Radiology,12,10.7,0.89,22,3141.27,0,37028.87,Friday,March,False,cash
2023-03-10,XRAY_2638,X-Ray Machine,Radiology,14,9.9,0.71,26,6993.51,0,37178.39,Friday,March,False,cash
2023-10-22,US_2639,Ultrasound,Radiology,10,6.1,0.61,19,6089.04,0,11010.54,Sunday,October,True,insurance
2023-03-27,XRAY_2640,X-Ray Machine,Radiology,11,7.2,0.65,14,4389.6,0,35290.28,Monday,March,False,insurance
2023-05-17,MAMMO_2641,Mammography Unit,Women's Health,13,6.2,0.48,30,2059.65,0,19963.72,Wednesday,May,False,insurance
2023-09-26,XRAY_2642,X-Ray Machine,Radiology,9,7.4,0.82,13,5238.88,0,8355.97,Tuesday,September,False,insurance
2023-11-01,MRI_2643,MRI Scanner,Radiology,16,2.0,0.12,4,1917.25,0,11883.14,Wednesday,November,False,insurance
2023-01-30,US_2644,Ultrasound,Radiology,10,6.8,0.68,24,1386.46,0,16065.67,Monday,January,False,insurance
2023-05-13,MAMMO_2645,Mammography Unit,Women's Health,8,6.8,0.85,27,4354.57,0,10381.64,Saturday,May,True,insurance
2023-12-08,MAMMO_2646,Mammography Unit,Women's Health,9,5.4,0.6,30,5771.43,0,35299.11,Friday,December,False,insurance
2023-09-19,MRI_2647,MRI Scanner,Radiology,16,2.4,0.15,1,5425.16,0,41484.56,Tuesday,September,False,insurance
2023-01-08,MAMMO_2648,Mammography Unit,Women's Health,20,9.4,0.47,15,7151.6,0,35637.63,Sunday,January,True,insurance
2023-10-02,US_2649,Ultrasound,Radiology,12,7.2,0.6,24,6563.04,0,37080.67,Monday,October,False,cash
2023-02-23,MRI_2650,MRI Scanner,Radiology,8,3.5,0.44,2,4366.52,0,31986.09,Thursday,February,False,insurance
2023-09-23,MRI_2651,MRI Scanner,Radiology,16,1.9,0.12,1,6009.73,0,43928.29,Saturday,September,True,insurance
2023-09-12,US_2652,Ultrasound,Radiology,9,6.2,0.69,25,3208.98,0,2940.81,Tuesday,September,False,cash
2023-08-30,CT_2653,CT Scanner,Radiology,11,10.4,0.95,17,4998.73,0,43780.65,Wednesday,August,False,cash
2023-12-04,US_2654,Ultrasound,Radiology,11,9.1,0.83,36,3117.11,0,10933.62,Monday,December,False,insurance
2023-03-07,US_2655,Ultrasound,Radiology,9,7.4,0.82,33,1104.26,0,31451.28,Tuesday,March,False,cash
2023-03-24,US_2656,Ultrasound,Radiology,9,7.0,0.78,19,3420.57,0,45698.78,Friday,March,False,insurance
2023-04-05,US_2657,Ultrasound,Radiology,11,7.4,0.67,18,5065.81,0,39224.16,Wednesday,April,False,insurance
2023-11-10,MRI_2658,MRI Scanner,Radiology,11,1.4,0.13,1,3016.33,0,29434.68,Friday,November,False,cash
2023-06-03,US_2659,Ultrasound,Radiology,8,7.2,0.9,19,7383.95,0,25048.94,Saturday,June,True,insurance
2023-09-01,US_2660,Ultrasound,Radiology,12,11.8,0.98,33,5803.72,0,42132.83,Friday,September,False,cash
2023-10-27,MAMMO_2661,Mammography Unit,Women's Health,15,8.1,0.54,21,3806.62,0,17050.13,Friday,October,False,insurance
2023-01-27,XRAY_2662,X-Ray Machine,Radiology,16,5.2,0.33,16,2234.16,0,18659.92,Friday,January,False,insurance
2023-12-15,MRI_2663,MRI Scanner,Radiology,16,3.1,0.19,4,5653.65,0,9169.48,Friday,December,False,cash
2023-06-26,MAMMO_2664,Mammography Unit,Women's Health,18,7.9,0.44,20,6407.24,0,6203.27,Monday,June,False,insurance
2023-10-14,US_2665,Ultrasound,Radiology,9,7.5,0.83,18,4899.55,0,47628.69,Saturday,October,True,cash
2023-12-25,CT_2666,CT Scanner,Radiology,20,15.9,0.8,18,6237.77,0,7545.73,Monday,December,False,cash
2023-07-28,MRI_2667,MRI Scanner,Radiology,15,1.4,0.09,4,7326.93,0,40875.11,Friday,July,False,insurance
2023-01-31,XRAY_2668,X-Ray Machine,Radiology,11,10.0,0.91,12,7222.42,0,42700.71,Tuesday,January,False,insurance
2023-04-18,US_2669,Ultrasound,Radiology,9,8.6,0.96,25,4532.9,0,22063.11,Tuesday,April,False,cash
2023-08-22,XRAY_2670,X-Ray Machine,Radiology,17,14.5,0.85,13,4404.73,0,10670.06,Tuesday,August,False,insurance
2023-09-16,MAMMO_2671,Mammography Unit,Women's Health,15,14.8,0.99,15,3047.15,0,33264.63,Saturday,September,True,insurance
2023-12-02,MAMMO_2672,Mammography Unit,Women's Health,13,9.7,0.75,6,2699.33,0,5593.27,Saturday,December,True,insurance
2023-10-21,MRI_2673,MRI Scanner,Radiology,8,0.5,0.06,1,5309.38,0,37476.58,Saturday,October,True,cash
2023-05-17,MAMMO_2674,Mammography Unit,Women's Health,11,9.1,0.83,19,3124.9,0,42864.31,Wednesday,May,False,cash
2023-07-30,MAMMO_2675,Mammography Unit,Women's Health,16,8.2,0.51,27,1208.9,0,11839.58,Sunday,July,True,cash
2023-11-15,MAMMO_2676,Mammography Unit,Women's Health,19,18.9,0.99,26,3632.93,0,4976.7,Wednesday,November,False,insurance
2023-07-02,MRI_2677,MRI Scanner,Radiology,9,3.3,0.37,3,3141.41,0,46762.68,Sunday,July,True,insurance
